TimeStamp, Source,LogType,Description
05.15 14:48.50, ScriptExecThread(6),Info,Per server script "Horde_IMP_Webmail_Exploit.script" finished in 1310 ms. Request count: 2. Status: 0
05.15 14:48.50, ScriptExecThread(6),Info,Per server script "IIS_Global_Asa.script" starting
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/Comments.aspx?id=0
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Processing file /Comments.aspx (variation 2)
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/Comments.aspx
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/ReadNews.aspx
05.15 14:48.51, ScriptExecThread(6),Info,Per server script "IIS_Global_Asa.script" finished in 827 ms. Request count: 2. Status: 0
05.15 14:48.51, ScriptExecThread(6),Info,Per server script "IIS_Internal_IP_Address.script" starting
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/images
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/images/
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Processing file /images
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/ReadNews.aspx?id=3&NewsAd=ads/def.html
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Processing file /ReadNews.aspx (variation 3)
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/ReadNews.aspx
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/Comments.aspx?id=3
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Processing file /Comments.aspx (variation 3)
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/Comments.aspx
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/favicon.ico
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/sitemap.xml
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/sitemap.xml.gz
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/robots.txt
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Processing file /robots.txt
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] No links found.
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Crawler:  http://testaspnet.vulnweb.com/ State transition: CS_RUNNING -> CS_LOGIN
05.15 14:48.51, Crawler,Info,[TCrawler : $0BA402B0] Crawler:  http://testaspnet.vulnweb.com/ State transition: CS_LOGIN -> CS_RUNNING
05.15 14:48.51, ScriptExecThread(6),Info,Per server script "IIS_Internal_IP_Address.script" finished in 593 ms. Request count: 1. Status: 0
05.15 14:48.51, ScriptExecThread(6),Info,Per server script "IIS_service_cnf.script" starting
05.15 14:48.52, ScriptExecThread(6),Info,Per server script "IIS_service_cnf.script" finished in 312 ms. Request count: 1. Status: 0
05.15 14:48.52, ScriptExecThread(6),Info,Per server script "IIS_Unicode_Directory_Traversal.script" starting
05.15 14:48.52, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/about.aspx
05.15 14:48.52, Crawler,Info,[TCrawler : $0BA402B0] Processing file /about.aspx (variation 1)
05.15 14:48.53, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/login.aspx
05.15 14:48.53, Crawler,Info,[TCrawler : $0BA402B0] Processing file /login.aspx (variation 2)
05.15 14:48.53, ScriptExecThread(8),Info,Per server script "Barracuda_locale_Directory_Traversal.script" finished in 10031 ms. Request count: 1. Status: 0
05.15 14:48.53, ScriptExecThread(8),Info,Per server script "IIS_v5_NTML_Basic_Auth_Bypass.script" starting
05.15 14:48.53, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/Signup.aspx
05.15 14:48.53, Crawler,Info,[TCrawler : $0BA402B0] Processing file /Signup.aspx (variation 1)
05.15 14:48.53, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/login.aspx
05.15 14:48.53, Crawler,Info,[TCrawler : $0BA402B0] Processing file /login.aspx (variation 1)
05.15 14:48.53, ScriptExecThread(8),Info,Per server script "IIS_v5_NTML_Basic_Auth_Bypass.script" finished in 375 ms. Request count: 1. Status: 0
05.15 14:48.53, ScriptExecThread(8),Info,Per server script "Ioncube_Loader_Wizard.script" starting
05.15 14:48.53, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/ads/def.html
05.15 14:48.53, Crawler,Info,[TCrawler : $0BA402B0] Processing file /ads/def.html
05.15 14:48.54, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/ads
05.15 14:48.54, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/ads/
05.15 14:48.54, Crawler,Info,[TCrawler : $0BA402B0] Processing file /ads
05.15 14:48.55, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/ReadNews.aspx?id=2&NewsAd=ads/def.html
05.15 14:48.55, Crawler,Info,[TCrawler : $0BA402B0] Processing file /ReadNews.aspx (variation 4)
05.15 14:48.55, ScriptExecThread(8),Info,Per server script "Ioncube_Loader_Wizard.script" finished in 1388 ms. Request count: 3. Status: 0
05.15 14:48.55, ScriptExecThread(8),Info,Per server script "Java_Application_Servers_Fuzz.script" starting
05.15 14:48.55, ScriptExecThread(8),Info,Per server script "Java_Application_Servers_Fuzz.script" finished in 0 ms. Request count: 0. Status: 0
05.15 14:48.55, ScriptExecThread(8),Info,Per server script "Java_Debug_Wire_Protocol_Audit.script" starting
05.15 14:48.55, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/ReadNews.aspx?id=0&NewsAd=ads/def.html
05.15 14:48.55, Crawler,Info,[TCrawler : $0BA402B0] Processing file /ReadNews.aspx (variation 5)
05.15 14:48.55, ScriptExecThread(7),Info,Per server script "GlassFish_Audit.script" finished in 10016 ms. Request count: 1. Status: 0
05.15 14:48.55, ScriptExecThread(7),Info,Per server script "JBoss_Audit.script" starting
05.15 14:48.56, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/ReadNews.aspx?id=0
05.15 14:48.56, Crawler,Info,[TCrawler : $0BA402B0] Processing file /ReadNews.aspx (variation 7)
05.15 14:48.56, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/ReadNews.aspx
05.15 14:48.56, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/Comments.aspx?id=2
05.15 14:48.56, Crawler,Info,[TCrawler : $0BA402B0] Processing file /Comments.aspx (variation 4)
05.15 14:48.56, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/images/
05.15 14:48.56, Crawler,Info,[TCrawler : $0BA402B0] Processing file /images
05.15 14:48.57, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/ReadNews.aspx?id=3&NewsAd=ads/def.html
05.15 14:48.57, Crawler,Info,[TCrawler : $0BA402B0] Processing file /ReadNews.aspx (variation 8)
05.15 14:48.57, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/Comments.aspx?id=0
05.15 14:48.57, Crawler,Info,[TCrawler : $0BA402B0] Processing file /Comments.aspx (variation 5)
05.15 14:48.57, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/sitemap.xml
